id,title,description,link,image_link,availability,price,brand
835,Kiyonna Women's Plus Size Daniela Sleeveless Maxi Dress,"Graceful movement meets effortless polish in the Daniela Sleeveless Maxi Dress. Designed to flatter curves, this plus size maxi dress features a feminine surplice neckline, a softly ruched waistband that defines the waist, and a flowing full-length skirt with side slits for elegant ease. The sleeveless silhouette keeps it cool for summer days and vacation escapes, while also making it perfect for layering under lightweight sweaters or jackets. Refined enough to wear to work and relaxed enough for daytime plans, it easily dresses up for cocktail parties and wedding guest celebrations. Shop wedding guest dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/835,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/37694535_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,128.00 USD,Kiyonna
836,Mac Duggal Women's Petite Embellished High Neck Butterfly Sleeve Gown,"Embellished midi dress featuring a ruffled high neckline, sleeveless silhouette, and shimmering floral sequin embroidery with beaded accents. Designed with a flattering fit-and-flare shape and detailed beaded waist, this elegant party dress is perfect for wedding guests, cocktail events, and formal occasions. Shop wedding guest dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/836,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/37637234_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,598.00 USD,Mac Duggal
837,Kiyonna Plus Size Laguna Sleeveless Wrap Women's Dress,"Light, flirty, and endlessly flattering, the Laguna Sleeveless Wrap Dress brings effortless movement to your wardrobe. This plus size wrap dress features a crossover V-neckline, a self-tie at the waist to define your curves, and cascading flounces along the skirt for graceful flow. The sleeveless design keeps it cool for warm-weather days while also making it perfect for layering under lightweight sweaters or jackets. Easy enough for daytime plans and polished enough for work, it also dresses up beautifully for cocktail parties, semi-formal gatherings, and wedding guest celebrations. Shop wedding guest dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/837,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/36812976_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,98.00 USD,Kiyonna
838,ST MRLO Women's Grennan Maxi Dress,"The GRENNAN MAXI DRESS by ST MRLO is a fit-and-flare design that moves effortlessly from day to evening. The cut skims the body through the bodice before releasing into a flowing skirt, creating a flattering line that feels both polished and relaxed. This is a dress that works as hard as you do-equally at home at a summer wedding or a casual weekend escape. Shop wedding guest dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/838,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/38058025_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,179.00 USD,ST MRLO
839,ELOQUII Women's Striped Drop-Waist Bubble Maxi Dress,"Explore volume with this drop-waist bubble maxi dress shaped by a low, elastic waist and softly gathered skirt. The fitted bodice gives way to a full silhouette, creating dimension with a playful, modern edge.95% Cotton 5% Spandex. Close fit bodice with loose skirt. Fully lined. Pull on, wide tank neckline. Dropped waist, elastic waist. Bubble skirt with pleats and shirring. Maxi length57"" from highest point of shoulder on size 18Stretch knit jersey. Machine wash cold gentle cycle with like colors. Only non-chlorine bleach when needed. Tumble dry low. Cool iron as needed. Images may be AI generated. Shop wedding guest dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/839,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/38054349_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,139.95 USD,ELOQUII
840,REISS Women's Ellie Foulard-Print Tie-Neck Midi Dress,"The Ellie dress is crafted from satin-finish fabric in a vintage-inspired foulard print. It features a tie neckline with cut-outs, sheer cuffed sleeves and a self-tie belt. Shop wedding guest dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/840,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/36894399_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,468.00 USD,REISS
841,Mac Duggal Women's Embroidered Long Sleeve V Neck Pleated Gown,"Elegant long sleeve evening gown in soft platinum with delicate floral embroidery and illusion lace bodice. Features a flattering V-neckline and flowing pleated skirt for a romantic, feminine silhouette-perfect for formal events, weddings, or special occasions. Shop wedding guest dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/841,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/37217581_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,698.00 USD,Mac Duggal
842,Karen Millen Petite Embellished Pleated Midi Dress,This Karen Millen Petite Embellished Pleated Woven Midi Dress exemplifies sophisticated occasion wear with its meticulous attention to detail. The striking contrast between the ornate beaded bodice and the fluid pleated skirt creates a balanced silhouette that's both dramatic and refined. Shop wedding guest dresses at MAYCSS — curated fashion for Black Friday and every season.,https://www.myacssstore.store/product/842,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/37780966_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,619.00 USD,Karen Millen
843,Eddy Women's Quinn Dress,"The Quinn Dress is an airy, romantic silhouette designed with an effortless sense of ease. Crafted in our Lucca Green floral print, inspired by a vintage textile discovered in Paris once used on the iconic 1950s Dior medallion chair, soft botanicals drift across a fresh green ground. The halter neckline is framed with delicate lace trim and gentle gathering, allowing the fabric to fall into a long, fluid shape that moves easily with you. An open back with slender adjustable ties adds a soft, feminine finish, while the flowing silhouette creates light movement with every step. Shop wedding guest dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/843,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/37848797_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,448.00 USD,Eddy
844,T Tahari Women's Sleeveless Halter Lace Maxi Dress,Go for gorgeous in this T Tahari maxi dress designed with intricate lace detail and a waist-defining belt. Shop wedding guest dresses at MAYCSS — curated fashion for Black Friday and every season.,https://www.myacssstore.store/product/844,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/36454968_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,178.00 USD,T Tahari
845,Donna Karan New York Women's Printed Chiffon Faux Wrap Midi Dress,"Embrace feminine elegance with this Donna Karan New York midi dress, featuring a flattering faux-wrap silhouette and self-tie waist for a beautifully defined shape. The V-neckline and watercolor floral print add romantic charm to the design. Airy chiffon fabrication and an A-line skirt provide graceful movement from day to night. Shop wedding guest dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/845,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/37929331_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,179.00 USD,Donna Karan New York
846,Donna Karan New York Women's Sleeveless Printed Midi Dress,"Elevate your occasion wardrobe with this Donna Karan New York midi dress, featuring an abstract allover print and polished hardware detail for modern sophistication. The mock-neckline with a keyhole opening adds an elevated, contemporary touch. A sleeveless silhouette and midi length make it a versatile choice for day-to-evening wear. Shop wedding guest dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/846,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/37929325_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,179.00 USD,Donna Karan New York
847,Donna Karan New York Women's Sleeveless Asymmetrical Belted Midi Dress,"Designed to make a polished statement, this Donna Karan New York midi dress features a cascading draped skirt detail that lends graceful movement to every step. The asymmetrical silhouette adds a contemporary touch, while a coordinating belt with a metal D-buckle gently defines the waist for a flattering finish. Shop wedding guest dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/847,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/37895782_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,159.00 USD,Donna Karan New York
848,Jessica Howard Petite Mock Neck Elbow-Sleeve Smocked Waist Midi Dress,"Chic yet timeless, this Jessica Howard dress features a mock neck and a flattering midi silhouette. Short-sleeve and a center back zipper keep the look clean, while functional pockets add everyday practicality. Shop wedding guest dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/848,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/37256721_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,159.00 USD,Jessica Howard
849,Donna Karan New York Plus Size Shoulder Hardware Sleeveless Midi Dress,"Make an unforgettable entrance in this Donna Karan New York dress, accented with shoulder hardware for a modern touch of sophistication. A midi length creates elegant proportions, while the cowl-halter neckline, center-back zipper, and sleeveless silhouette support graceful movement. Shop wedding guest dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/849,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/37903740_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,189.00 USD,Donna Karan New York
850,Pre-Owned Dolce & Gabbana Women's Floral Print Satin Ruched Mini Dress,Dolce and Gabbana brings full glamour with this satin mini dress finished in a vibrant multicolour floral print that instantly stands out. The ruched detailing adds beautiful shape through the body giving the dress a flattering party ready look with a luxe shine. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.,https://www.myacssstore.store/product/850,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/37750129_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,535.00 USD,Pre-Owned Dolce & Gabbana
851,Alex & Sophia Juniors' Sweetheart Neck Pattern Sequin Dress,"Fresh occasion sparkle defines this Alex & Sophia mini dress, featuring a sweetheart neckline and an illusion corset bodice for a sleek, sculpted silhouette. Crafted with patterned sequin and bead embellishments, it delivers a soft, luminous shimmer that elevates every detail. Finished with A-lined interior and center-back zipper closure, it's a standout style made for polished, party-ready moments. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/851,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/37929621_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,129.00 USD,Alex & Sophia
852,"I.N.C. International Concepts Women's Printed Halter Maxi Dress, Macy's Exclusive","This I.N.C. International Concepts printed maxi dress features chic cascading ruffles at the skirt. ABOUT THE BRAND: I.N.C. is inspired by fabulous women always bold, confident, and stylish. Features Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/852,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/37578574_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,124.50 USD,I.N.C. International Concepts
853,B Darlin Juniors' Straight Neck Sequin Empire Waist Glitter Dress,"Light up every celebration with this B Darlin dress, adorned with sequins for radiant sparkle. An empire waist creates a flattering shape, while a lace-up back and flared skirt complete the party-ready look. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/853,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/37928774_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,89.00 USD,B Darlin
854,Kenneth Cole Women's Halter Neck Open Back Mini Dress,"Confident evening energy radiates from this Kenneth Cole mini dress, accented with a halter neckline for chic and sophisticated appeal. The pull-on style ensures effortless wear, while the open-back silhouette enhances sleek movement. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/854,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/37645573_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,140.00 USD,Kenneth Cole
855,Alex & Sophia Juniors' Draped Skirt Strapless Satin Dress,"Evening elegance gets a modern upgrade in this Alex & Sophia dress designed with a strapless neckline and sequin corset bodice for a sculpted, statement-ready fit. Crafted in smooth satin, it features a softly draped skirt that flows with effortless movement, creating an elegant, fluid silhouette. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/855,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/37929672_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,89.00 USD,Alex & Sophia
856,SENI & CADE Juniors' V-Neck Dress,"Romantic and refined, this fit-and-flare dress from SENI & CADE is crafted in subtle herringbone fabric for soft texture and dimension. Designed with delicate spaghetti straps, a lace-trimmed neckline, and a fitted bodice, it flatters before flowing into a flared skirt finished with intricate lace at the hem. Feminine and sophisticated, this dress is perfect for parties, date nights, or special occasions. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/856,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/37854475_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,75.00 USD,SENI & CADE
857,SENI & CADE Juniors' Floral Printed Square Neck Mini Dress,"Romantic and effortlessly elegant, this SENI & CADE floral-print organza mini dress features a sweetheart neckline, slender straps, and a structured bodice for a flattering silhouette. The lace-up back detail and softly flared skirt add feminine charm and graceful movement, while the subtle shimmer finish elevates the look. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/857,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/37975417_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,99.00 USD,SENI & CADE
858,Alex & Sophia Juniors' Strapless Sweetheart Neck Organza Dress,"Made for moments that call for something memorable, this Alex & Sophia dress features a strapless sweetheart neckline and softly pleated bodice for a romantic, feminine shape. Finished with a ruffled skirt that adds light movement and a playful touch, it's designed with A-lined interior and center-back zipper closure for a secure, comfortable fit. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/858,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/37929654_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,119.00 USD,Alex & Sophia
859,Alex & Sophia Juniors' Cap-Sleeve Glitter Knit Ruched Dress,"Bring out your inner glimmer in this Alex & Sophia dress, featuring a boat neckline and a sleek, fitted silhouette for a confident, occasion-ready look. Crafted in a stretch glitter knit, it features soft-drape detailing at the skirt, with side ruching for a flattering, sculpted effect. Finished with A-lined interior and left side seam zipper closure, it delivers effortless shine with a modern, elevated edge. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/859,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/37929645_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,79.00 USD,Alex & Sophia
860,Pre-Owned Versace Women's Crepe Medusa Detail Ruche Midi Dress,Ruching shapes this midi silhouette with fluid movement while Medusa detailing adds recognizable character. The black crepe base keeps styling polished and adaptable. From Versace it fits seamlessly into evening plans and formal settings. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.,https://www.myacssstore.store/product/860,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/37674502_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,572.00 USD,Pre-Owned Versace
861,NY Collection Petite Sleeveless Lace Dress,"This sleeveless black lace shift dress features an elegant high-neck and an intricate scalloped hem, making it perfect for any special occasion. Pair this timeless and comfortable piece with strappy heels for a look of effortless sophistication. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/861,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/37913793_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,52.00 USD,NY Collection
862,NY Collection Plus Size Sleeveless Lace Dress,"This sleeveless black lace shift dress from NY Collection features an elegant high-neck and an intricate scalloped hem, making it perfect for any special occasion. Pair this timeless and comfortable piece with strappy heels for a look of effortless sophistication. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/862,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/37916637_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,54.00 USD,NY Collection
863,NY Collection Women's Sleeveless Lace Dress,"This sleeveless black lace shift dress features an elegant high-neck and an intricate scalloped hem, making it perfect for any special occasion. Pair this timeless and comfortable piece with strappy heels for a look of effortless sophistication. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/863,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/37895439_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,52.00 USD,NY Collection
864,pear culture Trendy Plus Size Ombré Ruffled Dress,A breathtaking ombré skirt fades over cascading ruffles that move beautifully with every step in this plus size mini dress from pear culture. Light-catching glitter covers every inch for a finish that wows. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.,https://www.myacssstore.store/product/864,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/37410205_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,129.00 USD,pear culture
865,Donna Karan New York Women's Sleeveless V-Neck Midi Dress,"Donna Karan New York brings refined polish to this sleeveless V-neck midi dress. Designed with clean panel seaming and a graceful silhouette, it moves from daytime occasions to evening plans with poised sophistication. A modern wardrobe choice for fashion-conscious styling Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/865,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/38356453_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,159.00 USD,Donna Karan New York
866,Adrianna Women's Halter-Neck Stretch Midi Dress,"Embrace effortless elegance with this Adrianna midi dress, featuring a halter neckline and a sweater-knit stretch bodice for a flattering, comfortable fit. The cotton skirt adds soft movement and contrast, while the pull-on design ensures easy wear. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/866,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/38168791_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,179.00 USD,Adrianna
867,SENI & CADE Women's Satin-Top Floral-Sequin Dress,"Make an entrance in this floral sequin dress from SENI & CADE, designed with a softly ruched sweetheart neckline and delicate spaghetti straps for a romantic touch. Shimmering floral embellishments and sequined detailing add rich texture and sparkle, while the fit-and-flare silhouette creates flattering movement. Finished with a dramatic bow back detail for added charm, this dress is perfect for parties, homecoming, or special occasions. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/867,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/37284368_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,89.00 USD,SENI & CADE
868,DKNY Women's Printed Sleeveless Cowl Neck Midi Dress,"Graceful draping and a sleek slip silhouette define this DKNY dress, featuring a softly draped cowl neckline for an effortlessly elegant look. The sleeveless cut creates a streamlined shape, while the fluid silhouette offers timeless appeal for day-to-evening styling. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/868,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/38070337_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,139.00 USD,DKNY
869,Adrianna Women's Mock-Neck Side-Cutout Rib-Knit Midi Dress,"Showcase modern elegance with this Adrianna Papell dress, featuring a mock-neckline and side cutout details for a contemporary look. The rib-knit fabrication creates a flattering silhouette, while the halter-inspired design and maxi length add sleek, elongated appeal. Finished with a pull-on style for effortless wear. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/869,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/38168793_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,179.00 USD,Adrianna
870,KATIA RAE Women's Strapless Ruffled Asymmetric Midi Dress,"Make an unforgettable statement in this striking strapless midi dress by KATIA RAE, featuring a dramatic asymmetric hem and cascading ruffle trim. Designed to contour and flow with every step, it flawlessly combines modern drama with romantic, fluid movement. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/870,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/37286095_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,69.00 USD,KATIA RAE
871,Mango Women's Asymmetrical Scarf Dress,"Elevate party styling in this Asymmetrical Dress With Scarf from Mango. Made from polyester and elastane-mix fabric, the dress features regular fit, midi length, asymmetrical neckline, scarf decoration on the neck, double thin straps, asymmetric hem, unlined finish, and no fastening. With a history spanning four decades, Mango is one of Europe's leading fashion brands. From Barcelona, on the banks of the Mediterranean, they delight the world with their fashion proposal and lifestyle. Mango's creative team works every day to translate fashion trends into their own language, which they deliver to customers in a personalized way while paying attention to detail. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/871,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/38329480_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,129.99 USD,MANGO
872,KATIA RAE Juniors' Sequin Sweetheart Neck Slim Mini Dress,"This sequined mini dress by Katie Rae is fully lined and features a sweetheart neckline, cutout back detail with crossed adjustable straps. Bra cups ensure added support. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/872,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/38368022_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,89.00 USD,KATIA RAE
873,KARL LAGERFELD PARIS Women's Velvet Embroidery 3/4-Sleeve Chain Belt Dress,"Make a refined statement in this KARL LAGERFELD PARIS dress, a beautifully detailed piece that adds richness to your dress collection. The velvet embroidery introduces a luxe, decorative touch, while the 3/4-sleeve keep the look polished and wearable. Its flattering silhouette makes it an excellent choice for dinners, parties, and elevated daytime events. This dress brings together comfort, texture, and standout feminine detail. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/873,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/38171709_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,189.00 USD,KARL LAGERFELD PARIS
874,SENI & CADE Juniors' Cowl Neck Velvet and Fringe Halter Short Dress,"Turn up the glamour in this velvet mini dress from SENI & CADE, designed with a plunging halter neckline and wrap-inspired silhouette for a sleek, sophisticated look. Crafted in luxe velvet, it features flattering draping and a side tie accented with dramatic fringe for eye-catching movement. Finished in a fitted mini silhouette, this dress is perfect for cocktail parties, holiday events, or a night out. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/874,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/38367931_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,69.00 USD,SENI & CADE
875,SENI & CADE Juniors' Beaded Glitter Diamond Pattern Sleeveless Short Slim Dress,"Shimmer from every angle in this fit-and-flare dress from SENI & CADE, designed with a sweetheart neckline and delicate spaghetti straps for a feminine, flattering silhouette. Crafted with a textured lattice pattern accented by sparkling embellishments, it adds dimension and subtle glamour throughout. The fitted bodice flows into a softly flared skirt for graceful movement, making this dress a stunning choice for homecoming, parties, or special occasions. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/875,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/38367801_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,89.00 USD,SENI & CADE
876,Hello Miz Women's Maternity Ribbed One Shoulder Bodycon Midi Dress,"Turn heads in effortless style with this chic one shoulder maternity midi dress designed to flatter your growing bump. This ribbed bodycon maternity dress offers all day comfort with a flattering fit. The asymmetrical neckline and adjustable self tie waist create a modern, feminine silhouette. Designed with both style and comfort in mind, this maternity dress features aside slit detail, and breathable unlined fabric for easy movement throughout pregnancy. Perfect for baby showers, maternity photoshoots, brunch dates, weddings, or everyday wear. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/876,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/37828644_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,38.00 USD,Hello Miz
877,Mango Women's Bead Detail Ruffled Dress,"Bring playful elegance with Ruffle Dress With Bead Detail from Mango. Made from viscose fabric, this short dress features A-line cut, V-neckline, thin adjustable straps, open back with tie closure, glass bead neck detail, ruffle accents and inner lining. With a history spanning four decades, Mango is one of Europe's leading fashion brands. From Barcelona, on the banks of the Mediterranean, they delight the world with their fashion proposal and lifestyle. Mango's creative team works every day to translate fashion trends into their own language, which they deliver to customers in a personalized way while paying attention to detail. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/877,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/38329837_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,99.99 USD,MANGO
878,Mango Women's Cutout Embroidered Beaded Dress,"Command attention wearing this Beaded Embroidered Cut-Out Dress from Mango. Made from linen mix fabric, the dress features long length, straight silhouette, straight neckline, thin straps, lace trim, side cut-out detail, embroidered cut-outs, back zip fastening and inner lining. With a history spanning four decades, Mango is one of Europe's leading fashion brands. From Barcelona, on the banks of the Mediterranean, they delight the world with their fashion proposal and lifestyle. Mango's creative team works every day to translate fashion trends into their own language, which they deliver to customers in a personalized way while paying attention to detail. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/878,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/38329900_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,149.99 USD,MANGO
879,Mango Women's Ruffled Modal Dress,"Bring fluid movement with Modal Ruffle Dress from Mango. Made from modal-mix fabric, this short dress features A-line cut, halter neckline, thin straps, flounce accents, keyhole fastening and inner lining. With a history spanning four decades, Mango is one of Europe's leading fashion brands. From Barcelona, on the banks of the Mediterranean, they delight the world with their fashion proposal and lifestyle. Mango's creative team works every day to translate fashion trends into their own language, which they deliver to customers in a personalized way while paying attention to detail. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/879,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/38330299_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,79.99 USD,MANGO
880,Mango Women's Gathered Checked Dress,"Elevate casual style with this Gathered Check Dress from Mango. Made from polyester and elastane-mix fabric, the dress features short length, draped neckline, thin straps, gathered sides, tartan print, inner lining, and no fastening. With a history spanning four decades, Mango is one of Europe's leading fashion brands. From Barcelona, on the banks of the Mediterranean, they delight the world with their fashion proposal and lifestyle. Mango's creative team works every day to translate fashion trends into their own language, which they deliver to customers in a personalized way while paying attention to detail. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/880,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/38329449_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,69.99 USD,MANGO
881,Mango Women's Satin Lace Dress,"Elevate party looks with this Satin Lace Dress from Mango. Made from satin fabric, the dress features short length, A-line cut, V-neckline, thin straps, lace detail, back zip fastening, and unlined finish. With a history spanning four decades, Mango is one of Europe's leading fashion brands. From Barcelona, on the banks of the Mediterranean, they delight the world with their fashion proposal and lifestyle. Mango's creative team works every day to translate fashion trends into their own language, which they deliver to customers in a personalized way while paying attention to detail. Shop cocktail dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/881,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/38329962_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,69.99 USD,MANGO
